job_id,company_name,title,description,max_salary,pay_period,location,company_id,views,med_salary,min_salary,formatted_work_type,applies,original_listed_time,remote_allowed,job_posting_url,application_url,application_type,expiry,closed_time,formatted_experience_level,skills_desc,listed_time,posting_domain,sponsored,work_type,currency,compensation_type,normalized_salary,zip_code,fips,source,company,salary_min,salary_max,country_code,extracted_skills,avg_salary
,,"Senior Business Analyst, Data Migration","Do you want your work to make a difference for NSW? Working to protect the state’s environment and heritage. Temporary full-time role up to 30 June 2028, 35 hours per week Based in Parramatta with flexible working supported Salary relative to experience, and ranges from $133,348 to $146,945  super & leave loading About the team & project The IT Delivery & Transformation team is delivering a range of exciting projects and programs across DCCEEW. As the team continues to grow, we are seeking an e…",,,"Parramatta, Parramatta Area",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Department of Industry,133348.0,146945.0,au,[],140146.5
,,"Senior Business Analyst, Data Migration","Do you want your work to make a difference for NSW? Working to protect the state’s environment and heritage. Temporary full-time role up to 30 June 2028, 35 hours per week Based in Parramatta with flexible working supported Salary relative to experience, and ranges from $133,348 to $146,945  super & leave loading About the team & project The IT Delivery & Transformation team is delivering a range of exciting projects and programs across DCCEEW. As the team continues to grow, we are seeking an e…",,,"Parramatta, Parramatta Area",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Job Details,133348.0,146945.0,au,[],140146.5
,,Junior Business Analyst (Data Analytics),"About the Role Premier Financial Advocates is seeking a motivated and analytical Junior Business Analyst (Data Analytics) to join our growing team. Working under the guidance of senior management, the successful candidate will support business and financial analysis by collecting, analysing and reporting data to assist decision-making and improve business performance. The role involves analysing operational and financial data, monitoring business performance, preparing reports and dashboards, a…",,,"Wheelers Hill, Monash Area",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Premier Financial Advocates,80000.0,95000.0,au,[],87500.0
,,Digital Business Analyst,"Digital Business Analyst Melbourne Location 6-Month Assignment with possible extension Hybrid working environment. Green Light Worldwide have a requirement with our client partner for a Digital Business Analyst join their team on a 6-month assignment with possible extensions Responsibilities: Gather, document, and validate functional and non‑functional requirements for the MAS 9.1 Gather, analyse and document business and customer requirements. Facilitate workshops, discovery sessions and stake…",,,"Victoria, Australia",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Green Light,195000.0,195000.0,au,[],195000.0
,,Business Analyst - Digital ID,"Job Title: Senior Business Analyst - Digital Identity & Salesforce Location: Brisbane CBD (Hybrid - 3 days in office / 60%) Contract Duration: Immediate Start - June 30, 2027 (Long-term Contract) Daily Rate: $950 - $1,075 per day (inc. super) , depending on experience About the Opportunity We are currently partnering with a leading Queensland State Government regulatory agency to recruit an experienced Senior Business Analyst for a high-profile, strategic Digital Identity & Verification initiat…",,,"Brisbane, Brisbane Region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Redwolf Rosch,247000.0,279500.0,au,['CRM'],263250.0
,,Digital Experience And Insights Analyst,"Personnel Area: Governance and Legal Services Branch: Strategic Communication and Engagement Salary Range: Band 7 - $132,572 - $144,942 AUD per annum  superannuation (Remuneration stated is for a full-time position) Work type: Temporary Full-time Duration : up to 12 months with possible extension/s Location: Brisbane CBD & Fortitude Valley About us Brisbane City Council's Digital Channels and Applied AI team brings together specialists in digital strategy, customer and user experience, content,…",,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Brisbane City Council,132572.0,144942.0,au,[],138757.0
,,Digital Health Analyst - PAS Workstream & Non Clinical Talent Pool - Single Digital Patient Record,"Position : Digital Health Analyst - Single Digital Patient Record Award : Health Manager Level 2 Employment Type : Permanent & Temporary Full Time Opportunities Opportunity to work from our modern Chatswood, St Leonards office Attractive salary starting from $114,251.00 up to $134,809.00  12% Super and annual leave loading Allocated day off per month, salary packaging, discounted fitness passport and more! Join the team enriching health in millions of ways every day through digital innovation A…",,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,NSW Government,114251.0,134809.0,au,[],124530.0
,,Principal Business Analyst - Single Digital Patient Record,"Position : Principal Business Analyst (multiple roles) Award : Health Manager Level 4 Employment Type : Permanent Full Time Opportunity to work from our modern Chatswood/St Leonards offices Attractive salary, up to $147,653 up to $175,917  12% Super and annual leave loading Allocated day off per month, salary packaging, discounted fitness passport and more Join the team enriching health in millions of ways every day through digital innovation Applications Close: 11:59pm, 12 April 2026 About Us …",,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,NSW Government,147653.0,175917.0,au,[],161785.0
,,Digital Producer,"Expertech is looking for a capable and adaptable Digital Producer to join our client’s digital team on an initial 6-month contract , with the potential for extension or a permanent opportunity. This is a hands-on, multidisciplinary role suited to someone who enjoys working across digital delivery rather than being confined to a single lane. You’ll work with stakeholders, content teams, designers and technical teams to turn business needs into clear requirements and help deliver high-quality dig…",,,"Sydney, Sydney Region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,ExperTech,195000.0,208000.0,au,[],201500.0
,,Senior Business Analyst - AS08 - Multiple,"Senior Business Analyst – Digital Transformation - AS08 - 6-Month Contract | Multiple Opportunities | Adelaide | Immediate Start The Company Join a leading South Australian government organisation driving one of the state's largest digital transformation programs. These exciting contract opportunities will see you contribute to projects that are modernising critical digital and clinical systems, improving patient outcomes, enhancing service delivery, and supporting the future of healthcare acro…",,,"Adelaide, Adelaide Region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Redwolf Rosch,120000.0,120000.0,au,[],120000.0
,,Senior Test Analyst,"Multiple Senior Test Analyst roles | Web and Digital Projects Based in Adelaide | Hybrid – Office (min 2 days) / WFH Market Rates | 6-month contract  extensions We are on the search for multiple experienced Senior Test Analysts for contract opportunities based in Adelaide CBD. This is a full-time contract engagement for an initial period of 6 months , with the possibility of extension. This role will play a critical part in ensuring the quality, reliability, and successful delivery in a number …",,,"Adelaide, Adelaide Region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Hudson,176800.0,228800.0,au,[],202800.0
,,Business Analyst,"Business Analyst Branch and Division: Digital & Strategic Programs, Building Commission NSW Employment Type: Temporary up to 12 months Location: Parramatta or Sydney. Office attendance required 2 – 3 days per week. About the Building Commission NSW Established in December 2023, Building Commission NSW (BCNSW) is the building regulator for the construction industry in New South Wales. The new commission will not only be the industry regulator, but also a collaborator with consumers and industry …",,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,NSW Government,113574.0,125720.0,au,[],119647.0
